texto;";";classe
 Presidente Lula visita desabrigados pelas enchentes no Piauí Mais cedo, ele havia sobrevoado áreas mais atingidas. Depois, o presidente segue para visitar áreas afetadas no Maranhão.;";";desgosto
 Após morte de menina, duas escolas são interditadas em GO Exames indicaram que garota tinha hepatite. Suspeita é de que água está contaminada.;";";desgosto
 Após assembleia, funcionários da USP decidem por manutenção de greve Funcionários decidiram que a greve será mantida por tempo indeterminado. A decisão foi tomada após assembleia no prédio de História da USP.;";";desgosto
 Romeu Tuma diz que não deixa corregedoria do Senado Afastamento da função foi pedido por alguns senadores. Ex-diretor acusa Tuma de se envolver com fraudes em contratos.;";";desgosto
 Número de vítimas da nova gripe nos EUA sobe a 403 em 38 estados Novos casos são esperados, dizem autoridades sanitárias. Maioria dos quadros não é grave, e ainda há só uma morte.;";";desgosto
 Número de casos de gripe sobe a 1.490, com 30 mortes, diz agência da ONU Balanço anterior da Organização Mundial da Saúde indicava 1.124 casos. Agência não vê sinais de transmissão em nível comunitário na Europa.;";";desgosto
 Gripe pode fazer economia do México crescer 0,5 ponto a menos, diz ministro Arrecadação de impostos deve cair US$ 752 milhões em 2009. Governo promete gastar US$ 1,3 bilhão na recuperação.;";";desgosto
 Acidente entre carretas deixa dois mortos em MT Dois veículos transportavam soja e óleo lubrificante. Segundo a polícia, vítimas morreram após colisão em uma curva.;";";desgosto
 TSE cancela mais de 550 mil títulos de eleitor em todo o país A maior parte dos cancelamentos ocorreu no estado de São Paulo. Quem teve o título cancelado, deve se dirigir a cartório eleitoral.;";";desgosto
 Alemães fazem passeio no interior de intestino tamanho família Modelo do órgão humano em Dresden é considerado o maior da Europa. Objetivo da mostra é ensinar a prevenir doenças intestinais, como câncer.;";";desgosto
 Megainvestidor Warren Buffett vira boneco nos EUA Brinquedos foram distribuídos a torcedores do Omaha Royals. Bilionário também é um dos principais donos do time.;";";desgosto
 Comércio na Cidade do México perde R$ 240 milhões por dia com a gripe Fechamento de cinco dias ameaça micro e pequenas empresas;";";desgosto
 Ataque suicida mata 5 no Paquistão Atentado contra forças de segurança ocorreu próximo a Peshawar. Oito pessoas ficaram feridas.;";";desgosto
 Número de casos da nova gripe sobe a 1.124, diz Organização Mundial da Saúde Balanço anterior da agência da ONU indicava 1.085 casos. Doença já provocou ao menos 25 mortes no México e uma nos EUA.;";";desgosto
 Turquia descarta terrorismo em ataque em casamento Tiros em casamento deixaram 44 mortos. Ministro disse que ataque foi motivado por briga entre famílias.;";";desgosto
 Mexicanos poderão deixar a China após isolamento por suspeita de gripe Mexicanos que desejarem permanecer deverão seguir em quarentena. México anunciou reabertura dos restaurantes e reinício das aulas.;";";desgosto
 Marcha da maconha reúne 2 mil pessoas no Recife, segundo organização Manifestação foi realizada na área histórica da capital pernambucana. Justiça autorizou evento desde que fosse acompanhado pela polícia.;";";desgosto
 Torcida lembra da gripe suína no Maracanã Torcedores do Flamengo foram com máscaras. Estádio recebeu a final do campeonato estadual.;";";desgosto
 Lula lamenta morte de Boal e destaca papel do dramaturgo Ele faleceu no sábado de insuficiência respiratória no Rio de Janeiro. Para presidente, o dramaturgo inspirou gerações.;";";desgosto
 Judeus e homossexuais protestam contra vinda de presidente do Irã Manifestação reuniu cerca de 400 pessoas na região central de SP. Mahmoud Ahmadinejad deve chegar ao Brasil na quarta-feira (6).;";";desgosto
 Número de casos de gripe nos EUA sobe de 160 para 226 Reino Unido também divulgou três novos casos neste domingo (3). Organização Mundial da Saúde conta 19 mortos no México e 1 nos EUA.;";";desgosto
 China isola mexicanos por temor da gripe, diz embaixada Decisão causou crise diplomática entre os dois países. México definiu ação como 'discriminatória e sem fundamento'.;";";desgosto
 Em 12 anos, União banca subsídio de R$ 184 bilhões na dívida de estados Valor supera os orçamentos anuais somados de SP e RJ. Com queda na taxa Selic, estados pressionam por mais concessões.;";";desgosto
 Agricultores e empresas criticam 'monopólio' do BB em crédito rural Programa Mais Alimentos é voltado ao financiamento da agricultura familiar. Concorrência entre bancos favoreceria produtores, dizem.;";";desgosto
 Governo da Colômbia confirma primeiro caso da nova gripe no país Doente é homem de 42 anos que mora próximo à capital. Caso pode ser o primeiro da doença na América do Sul.;";";desgosto
 Colômbia confirma seu primeiro caso da nova gripe, diz imprensa Doente é homem de 42 anos que mora próximo à capital. Caso pode ser o primeiro da doença na América do Sul.;";";desgosto
 Gripe pode atrasar até lançamento de 'Harry Potter' no México Hollywood adiou estreias;";";desgosto
 Andorinhas mudam rotina em cidade paraense Elas chegam a Parauapebas e dão espetáculo no céu. Entretanto, sujeira deixada pelas aves incomoda moradores.;";";desgosto
 Número de casos da gripe suína sobe a 787, com 20 mortes, diz agência da ONU Organização Mundial da Saúde conta 19 mortos no México e 1 nos EUA. Vírus influenza A (H1N1) já atingiu pessoas em pelo menos 17 países.;";";desgosto
 Países mais afetados por gripe pedem que doença não afete comércio Para México, Estados Unidos e Canadá, surto não deve servir de motivo para restrições.;";";desgosto
 Avalanche mata 6 turistas em estação de esqui nos Alpes austríacos Segundo a polícia, mortos eram turistas checos;";";tristeza
 Obama deve se envergonhar por incluir Cuba entre países terroristas, diz Fidel Relatório divulgado na semana passada põe ilha ao lado de Líbia e Sudão. Ex-líder cubano elogiou Obama, mas vê o presidente 'enredado'.;";";desgosto
 Chuvas deixam 10 mortos nas Filipinas Ao menos 15 pessoas estão desaparecidas. Mau tempo fecha portos e provoca colapso na rede elétrica.;";";desgosto
 Chuvas já atingiram cerca de 80 mil pessoas no Ceará Do total, 11.383 estão desalojadas e 5.498 estão desabrigadas. Chuva danificou 1.543 casas e destruiu 461 em todo o estado.;";";desgosto
 Enchentes causam a morte de 4 pessoas em AL Vítimas são mãe, filho, idosa de 100 anos e adolescente. Defesa Civil da capital já registrou mais de 30 ocorrências.;";";desgosto
 Maranhão tem 41 mil desabrigados pela chuva Número de afastados de suas casas aumentou 70% em cinco dias. Governadora Roseana Sarney decretou estado de calamidade pública.;";";desgosto
 Barbosa Neto toma posse como prefeito de Londrina (PR) Ele levantou bandeiras da ética, transparência e responsabilidade. Cidade era administrada interinamente por presidente da Câmara.;";";desgosto
 Berzoini chama empresários que demitem 'sem precisar' de 'ladrões' Presidente do PT participou de festa do Dia do Trabalho da CUT. José Genoíno também participou do evento da central.;";";desgosto
 Vendas de carros despencam nos Estados Unidos Chrysler registrou maior queda (48%) em relação ao mês passado. GM recuou 33%, mas continua líder com 172.150 veículos vendidos.;";";desgosto
 Petróleo atinge nível mais alto em um mês em Nova York Na Nymex, barril para entrega em junho fechou a US$ 53,20. Durante a sessão, o preço do barril chegou a US$ 53,65.;";";desgosto
 Bolívia nacionaliza fornecedora britânica de combustível de aviação AirBP Morales ordenou às Forças Armadas e à YPFB que assumissem o controle. Ele já nacionalizou empresas de petróleo, mineração e comunicações.;";";desgosto
 Washington Post registra perdas de US$ 19,5 milhões no primeiro trimestre Grupo havia registrado lucro de US$ 39,3 milhões no 1º trimestre de 2008. Lucros com publicidade caíram 33% em relação ao ano passado.;";";desgosto
 Temporão diz que chegada de vírus é inevitável, mas sem motivo para pânico Segundo o ministro, o Brasil está preparado para enfrentar a gripe. Fábrica no interior de SP está produzindo máscaras contra a doença.;";";desgosto
 Camundongos atacam idosos em asilo na Austrália Veterano de guerra teve ferimentos no rosto, no pescoço e nas orelhas.;";";desgosto
 PF e Força Nacional começam operação de retirada de não índios da Raposa Prazo para saída de produtores de arroz da área acabou na quinta. Desembargador disse que força só será usada caso haja resistência.;";";desgosto
 Hong Kong confirma e gripe suína chega ao sudeste asiático Grã-Bretanha tem primeiro caso de paciente que não foi ao México. EUA veem casos aumentarem de 109 para 141.;";";desgosto
 Deslizamentos deixam três mortos em AL Em Coqueiro Seco, adolescente dormia em casa atingida por barreira. Mãe e filho foram vítimas da chuva em Maceió.;";";desgosto
 Revista diz que ministro do STF deu acesso privilegiado em voos a parentes 'IstoÉ' afirma que Carlos Alberto Direito beneficiou amigos e parentes. Presidente do STF defendeu colega e descartou abertura de investigação.;";";desgosto
 OMS confirma 331 casos de gripe e dez mortes no mundo Entre os mortos, nove são do México e um dos EUA. Autoridades mexicanas, porém, falam em 12 mortes no país.;";";desgosto
 Colecionar insetos aguça interesse pela ciência, dizem pesquisadores Especialistas questionam leis rígidas que proíbem a prática no Brasil. Coleta de insetos é permitida apenas para fins científicos.;";";desgosto
 Grupo invade igreja, come e leva eletroeletrônicos em MS Pastor disse que ladrões comeram a sobra da festa do Dia dos Namorados. Esta teria sido a terceira vez que o local é assaltado.;";";medo
 Polícia iraniana detém 2 jornalistas belgas durante protestos em Teerã Jornalistas ficaram cerca de uma hora detidos e foram liberados. Além deles, mais de cem manifestantes e opositores também foram detidos.;";";medo
 PF prende 31 em operação contra tráfico de drogas no Piauí Segundo o delegado, quadrilha agia em outros estados do Nordeste. Policiais apreenderam drogas, armas, veículos e computadores.;";";medo
 Vacina contra tuberculose é perigosa demais para bebês com vírus da Aids Conclusão é de estudo feito pela OMS na África do Sul, onde HIV é comum. Imunização não só não traz proteção como pode matar criança.;";";medo
 Mais de 8 mil empresas japonesas quebraram no primeiro semestre do ano Somente em junho, 1.422 companhias quebraram, segundo pesquisa. Japão sofre com recessão.;";";medo
 União Europeia detecta 237 novos casos da nova gripe em 24 horas Reino Unido é o local mais afetado, com 200 novos contágios. Total de pessoas doentes na Europa é de 2.096.;";";medo
 Manifestantes fazem ato contra reunião do G8 na Itália Ministros das finanças das 7 maiores economias e Rússia têm reunião. Manifestantes distribuem euros falsos em Lecce neste sábado (13).;";";medo
 Jornalista que ficou presa no Irã encontra Hillary em Washington Roxana Saberi, que foi Miss Dakota do Norte, foi acusada de espionagem. Após protestos, sua pena foi diminuída, ela foi libertada e voltou aos EUA.;";";medo
 Peixe alucinógeno é encontrado na Grã-Bretanha Consumo de cabeça da espécie mediterrânea de peixe pode provocar alucinações.;";";medo
 Ministério da Saúde registra mais quatro casos da nova gripe no país Um paciente foi diagnosticado no DF e outros três em São Paulo. Com anúncio, número de infectados no Brasil sobe para 58.;";";medo
 Lula sanciona lei que assegura direitos a gestantes e mães que cumprem pena Lei prevê assistência médica pré e pós-natal em penitenciárias femininas. Estabelecimentos devem também providenciar creches e berçários.;";";medo
